Mineral_Name,Mineral_Name_plain,Mineral_Name_(HTML),Structural_Groupname,Valence_Elements,Oldest_Known_Age_Ma,Fe_AMCSD,Co_AMCSD,Cu_AMCSD,Mn_AMCSD,Mo_AMCSD,Ni_AMCSD,V_AMCSD,W_AMCSD,Zn_AMCSD,Retrieved(Y/N)
Tuperssuatsiaite,Tuperssuatsiaite,Tuperssuatsiaite,Palygorskite,Na Fe^3+ Mn^2+ Si O H,370,,NA,NA,,NA,NA,NA,NA,NA,
Windhoekite,Windhoekite,Windhoekite,Palygorskite,Ca Fe^3+ Si O H,32.2,,NA,NA,NA,NA,NA,NA,NA,NA,
,Parahopeite,Parahopeite,Parahopeite,Zn^2+ P^5+ O H,765,NA,,,,,,,,,
,Davidlloydite,Davidlloydite,Parahopeite,Zn^2+ As^5+ O H,541,NA,,,,,,,,,
,Pascoite,Pascoite,Pascoite,Ca V^5+ O H,443,NA,,,,,,,,,
,Magnesiopascoite,Magnesiopascoite,Pascoite,Ca Mg V^5+ O H,0,NA,,,,,,,,,
,Cupromakopavonite,Cupromakopavonite,Pavonite,Cu Ag Pb Bi S,599,NA,,,,,,,,,
,Cupromakovickyite,Cupromakovickyite,Pavonite,Cu Ag Pb Bi S,599,NA,,,,,,,,,
,Makovickyite,Makovickyite,Pavonite,Cu Ag Pb Bi S,599,NA,,,,,,,,,
,Serandite,Serandite,Pectolite,Na Mn^2+ Si O H,2500,NA,,,,,,,,,
,Schizolite,Schizolite,Pectolite,Na Ca Mn^2+ Si O H,2400,NA,,,,,,,,,
Pentlandite,Pentlandite,Pentlandite,Pentlandite,Ni Fe S,4700,,NA,NA,NA,NA,,NA,NA,NA,
,Cobaltpentlandite,Cobaltpentlandite,Pentlandite,Co S,3640,NA,,,,,,,,,
Godlevskite,Godlevskite,Godlevskite,Pentlandite,Ni Fe S,3640,,NA,NA,NA,NA,,NA,NA,NA,
Argentopentlandite,Argentopentlandite,Argentopentlandite,Pentlandite,Ag Fe Ni S,2900,FE_SUB,NA,NA,NA,NA,NI_SUB,NA,NA,NA,N
Cohenite,Cohenite,Cohenite,Perovskite,Fe C,4620,13522,NA,NA,NA,NA,NA,NA,NA,NA,N
,Wickmanite,Wickmanite,Perovskite,Mn^2+ Sn^4+ O H,2644,NA,,,,,,,,,
,Mushistonite,Mushistonite,Perovskite,Cu^2+ Sn^4+ O H,2613,NA,,,,,,,,,
Natanite,Natanite,Natanite,Perovskite,Fe^2+ Sn^4+ O H,2613,,NA,NA,NA,NA,NA,NA,NA,NA,
,Tetrawickmanite,Tetrawickmanite,Perovskite,Mn^2+ Sn^4+ O H,1898,NA,,,,,,,,,
Bernalite,Bernalite,Bernalite,Perovskite,Fe^3+ O H,1861,1607,NA,NA,NA,NA,NA,NA,NA,NA,N
,Diaboleite,Diaboleite,Perovskite,Cu^2+ Pb^2+ Cl O H,1790,NA,,,,,,,,,
Hematophanite,Hematophanite,Hematophanite,Perovskite,Pb^2+ Fe^3+ O Cl^1-,601,,NA,NA,NA,NA,NA,NA,NA,NA,
Stottite,Stottite,Stottite,Perovskite,Fe^2+ Ge^4+ O H,541,,NA,NA,NA,NA,NA,NA,NA,NA,
Srebrodolskite,Srebrodolskite,Srebrodolskite,Perovskite,Ca Fe^3+ O,411,,NA,NA,NA,NA,NA,NA,NA,NA,
Jeanbandyite,Jeanbandyite,Jeanbandyite,Perovskite,Fe^3+ Sn^4+ O H,359,,NA,NA,NA,NA,NA,NA,NA,NA,
Brownmillerite,Brownmillerite,Brownmillerite,Perovskite,Ca Fe^3+ Al O,354,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Vismirnovite,Vismirnovite,Perovskite,Zn^2+ Sn^4+ O H,299,NA,,,,,,,,,
Latrappite,Latrappite,Latrappite,Perovskite,Ca Fe^3+ Nb^5+ O,121,,NA,NA,NA,NA,NA,NA,NA,NA,
Pharmacosiderite,Pharmacosiderite,Pharmacosiderite,Pharmacosiderite,K Fe^3+ As^5+ O H,2742,,NA,NA,NA,NA,NA,NA,NA,NA,
Bariopharmacosiderite,Bariopharmacosiderite,Bariopharmacosiderite,Pharmacosiderite,Ba Fe^3+ As^5+ O H,1610,20841,NA,NA,NA,NA,NA,NA,NA,NA,N
Hydroniumpharmacosiderite,Hydroniumpharmacosiderite,Hydroniumpharmacosiderite,Pharmacosiderite,H O Fe^3+ As^5+,1171,,NA,NA,NA,NA,NA,NA,NA,NA,
Natropharmacosiderite,Natropharmacosiderite,Natropharmacosiderite,Pharmacosiderite,Na Fe^3+ As^5+ O H,396,,NA,NA,NA,NA,NA,NA,NA,NA,
,Willemite,Willemite,Phenakite,Zn^2+ Si O,2100,NA,,,,,,,,,
Meurigite-K,Meurigite-K,Meurigite-K,Phosphofibrite,K H O Fe^3+ P,630,,NA,NA,NA,NA,NA,NA,NA,NA,
Phosphophyllite,Phosphophyllite,Phosphophyllite,Phosphophyllite,Zn^2+ Fe^2+ P^5+ O H,1820,,NA,NA,NA,NA,NA,NA,NA,,
Phosphosiderite,Phosphosiderite,Phosphosiderite,Phosphosiderite,Fe^3+ P O H,2970,,NA,NA,NA,NA,NA,NA,NA,NA,
,Phosphovanadylite-Ba,Phosphovanadylite-Ba,Phosphovanadylite,Ba V^4+ P O H,,NA,,,,,,,,,
,Phosphovanadylite-Ca,Phosphovanadylite-Ca,Phosphovanadylite,Ca V^4+ P O H,,NA,,,,,,,,,
Mohrite,Mohrite,Mohrite,Picromerite,N^3- H Fe^2+ S^6+ O,387,,NA,NA,NA,NA,NA,NA,NA,NA,
,Cyanochroite,Cyanochroite,Picromerite,K Cu^2+ S^6+ O H,145,NA,,,,,,,,,
,Nickelboussingaultite,Nickelboussingaultite,Picromerite,N^3- H Ni^2+ S^6+ O,0,NA,,,,,,,,,
,Plancheite,Plancheite,Plancheite,Cu^2+ Si O H,1500,NA,,,,,,,,,
,Lavinskyite,Lavinskyite,Plancheite,K Li Cu^2+ Si O H,1010,NA,,,,,,,,,
Magnetoplumbite,Magnetoplumbite,Magnetoplumbite,Plumboferrite,Pb^2+ Fe^3+ O,1890,,NA,NA,NA,NA,NA,NA,NA,NA,
Plumboferrite,Plumboferrite,Plumboferrite,Plumboferrite,Pb Fe^3+ Mn^2+ Mg O,443,,NA,NA,,NA,NA,NA,NA,NA,
Barioferrite,Barioferrite,Barioferrite,Plumboferrite,Ba Fe^3+ O,411,16709,NA,NA,NA,NA,NA,NA,NA,NA,N
Batiferrite,Batiferrite,Batiferrite,Plumboferrite,Ba Ti^4+ Fe^3+ Fe^2+ O,354,12030,NA,NA,NA,NA,NA,NA,NA,NA,N
Hawthorneite,Hawthorneite,Hawthorneite,Plumboferrite,Ba Mg Ti^4+ Cr^3+ Fe^2+ Fe^3+ O,190,,NA,NA,NA,NA,NA,NA,NA,NA,
Haggertyite,Haggertyite,Haggertyite,Plumboferrite,Ba Mg Fe^2+ Fe^3+ Ti^4+ O,109,,NA,NA,NA,NA,NA,NA,NA,NA,
Nežilovite,Nezilovite,Ne&#382;ilovite,Plumboferrite,Pb^2+ Zn^2+ Mn^4+ Fe^3+ O,,,NA,NA,,NA,NA,NA,NA,,
,Polybasite,Polybasite,Polybasite,Cu Ag Sb S,4000,NA,,,,,,,,,
,Pearceite,Pearceite,Polybasite,Cu Ag As S,2223,NA,,,,,,,,,
,Cupropearceite,Cupropearceite,Polybasite,Cu As S Ag,541,NA,,,,,,,,,
,Cupropolybasite,Cupropolybasite,Polybasite,Cu Sb S Ag,541,NA,,,,,,,,,
,Marokite,Marokite,Post-spinel,Ca Mn^3+ O,2400,NA,,,,,,,,,
Harmunite,Harmunite,Harmunite,Post-spinel,Ca Fe^3+ O,354,,NA,NA,NA,NA,NA,NA,NA,NA,
Xieite,Xieite,Xieite,Post-spinel,Fe^2+ Cr^3+ O,,,NA,NA,NA,NA,NA,NA,NA,NA,
Armalcolite,Armalcolite,Armalcolite,Pseudobrookite,Mg Fe^2+ Ti^4+ O,4567.61,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Pseudobrookite,Pseudobrookite,Pseudobrookite,Pseudobrookite,Fe^3+ Ti^4+ O,2072,,NA,NA,NA,NA,NA,NA,NA,NA,
Pumpellyite-(Fe<sup>2+</sup>),Pumpellyite-(Fe2+),Pumpellyite-(Fe&lt;sup&gt;2+&lt;/sup&gt;),Pumpellyite,Ca Fe^2+ Al Si O H,2000,,NA,NA,NA,NA,NA,NA,NA,NA,
Julgoldite-(Fe<sup>3+</sup>),Julgoldite-(Fe3+),Julgoldite-(Fe&lt;sup&gt;3+&lt;/sup&gt;),Pumpellyite,Ca Fe^3+ Si O H,1898,,NA,NA,NA,NA,NA,NA,NA,NA,
,Pumpellyite-(Mn2+),Pumpellyite-(Mn&lt;sup&gt;2+&lt;/sup&gt;),Pumpellyite,Ca Mn^2+ Al Si O H,1060,NA,,,,,,,,,
Pyracmonite,Pyracmonite,Pyracmonite,Pyracmonite,N^3- H Fe^3+ S^6+ O,408,,NA,NA,NA,NA,NA,NA,NA,NA,
,Gersdorffite-Pa3,Gersdorffite-Pa3,Pyrite,Ni^3+ As S,4000,NA,,,,,,,,,
Pyrite,Pyrite,Pyrite,Pyrite,Fe^2+ S,4000,,NA,NA,NA,NA,NA,NA,NA,NA,
,Cattierite,Cattierite,Pyrite,Co^2+ S,2716,NA,,,,,,,,,
,Vaesite,Vaesite,Pyrite,Ni^2+ S,2716,NA,,,,,,,,,
,Villamaninite,Villaman&#237;nite,Pyrite,Cu^2+ S,327,NA,,,,,,,,,
,Hauerite,Hauerite,Pyrite,Mn^2+ S,100,NA,,,,,,,,,
Fukuchilite,Fukuchilite,Fukuchilite,Pyrite,Cu^2+ Fe^2+ S,70,,NA,,NA,NA,NA,NA,NA,NA,
,Negevite,Negevite,Pyrite,Ni P,16,NA,,,,,,,,,
,Hydrokenoelsmoreite,Hydrokenoelsmoreite,Pyrochlore-Elsmoreite,W^6+ O H,2918,NA,,,,,,,,,
,Hydroxymanganopyrochlore,Hydroxymanganopyrochlore,Pyrochlore-Pyrochlore,Mn^2+ Th^4+ Na Ca Ce^3+ Nb^5+ Ti^4+ O H,354,NA,,,,,,,,,
Augite,Augite,Augite,Pyroxene,Ca Mg Fe^2+ Fe^3+ Si Al O,4700,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Kosmochlor,Kosmochlor,Pyroxene,Na Cr^3+ Si O,4620,NA,,,,,,,,,
Pigeonite,Pigeonite,Pigeonite,Pyroxene,Mg Fe^2+ Ca Si O,4568.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Hedenbergite,Hedenbergite,Hedenbergite,Pyroxene,Ca Fe^2+ Si O,4567.61,,NA,NA,NA,NA,NA,NA,NA,NA,
Aegirine,Aegirine,Aegirine,Pyroxene,Na Fe^3+ Si O,2613,6824,NA,NA,NA,NA,NA,NA,NA,NA,N
Ferrosilite,Ferrosilite,Ferrosilite,Pyroxene,Fe^2+ Si O,2550,,NA,NA,NA,NA,NA,NA,NA,NA,
,Johannsenite,Johannsenite,Pyroxene,Ca Mn^2+ Si O,2222.9,NA,,,,,,,,,
Clinoferrosilite,Clinoferrosilite,Clinoferrosilite,Pyroxene,Fe^2+ Si O,2063,1679,NA,NA,NA,NA,NA,NA,NA,NA,N
Omphacite,Omphacite,Omphacite,Pyroxene,Ca Na Mg Fe^2+ Al Si O,2038,,NA,NA,NA,NA,NA,NA,NA,NA,
,Kanoite,Kanoite,Pyroxene,Mn^2+ Mg Si O,1861,NA,,,,,,,,,
,Petedunnite,Petedunnite,Pyroxene,Ca Zn^2+ Si O,1774,NA,,,,,,,,,
,Natalyite,Natalyite,Pyroxene,Na V^3+ Si O,1750,NA,,,,,,,,,
,Donpeacorite,Donpeacorite,Pyroxene,Mn^2+ Mg Si O,1600,NA,,,,,,,,,
Esseneite,Esseneite,Esseneite,Pyroxene,Ca Fe^3+ Al Si O,536.5,,NA,NA,NA,NA,NA,NA,NA,NA,
,Manganoquadratite,Manganoquadratite,Quadratite,Ag^1+ Mn^2+ As^3+ S^2-,24.5,NA,,,,,,,,,
Rodolicoite,Rodolicoite,Rodolicoite,Quartz,Fe^3+ P O,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Ramsdellite,Ramsdellite,Ramsdellite,Mn^4+ O,2400,NA,,,,,,,,,
,Paramontroseite,Paramontroseite,Ramsdellite,V^4+ O,260,NA,,,,,,,,,
,Akhtenskite,Akhtenskite,Ramsdellite,Mn^4+ O,63.5,NA,,,,,,,,,
Kryzhanovskite,Kryzhanovskite,Kryzhanovskite,Reddingite,Fe^3+ Mn^2+ P O H,1702,,NA,NA,,NA,NA,NA,NA,NA,
Phosphoferrite,Phosphoferrite,Phosphoferrite,Reddingite,Fe^2+ P O H,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
Landesite,Landesite,Landesite,Reddingite,Mn^2+ Fe^3+ P O H,950,,NA,NA,,NA,NA,NA,NA,NA,
Correianevesite,Correianevesite,Correianevesite,Reddingite,Fe^2+ Mn^2+ P O H,520,,NA,NA,,NA,NA,NA,NA,NA,
,Rhodonite,Rhodonite,Rhodonite,Ca Mn^2+ Si O,2500,NA,,,,,,,,,
Babingtonite,Babingtonite,Babingtonite,Rhodonite,Ca Fe^2+ Fe^3+ Si O H,1837,18477,NA,NA,NA,NA,NA,NA,NA,NA,N
,Marsturite,Marsturite,Rhodonite,Na Ca Mn^2+ Si O H,1349,NA,,,,,,,,,
,Nambulite,Nambulite,Rhodonite,Li Mn^2+ Si O H,1000,NA,,,,,,,,,
Scandiobabingtonite,Scandiobabingtonite,Scandiobabingtonite,Rhodonite,Ca Na Fe^2+ Mn^2+ Sc^3+ Fe^3+ Si O H,967,,NA,NA,,NA,NA,NA,NA,NA,
,Natronambulite,Natronambulite,Rhodonite,Na Mn^2+ Si O H,601,NA,,,,,,,,,
Manganbabingtonite,Manganbabingtonite,Manganbabingtonite,Rhodonite,Ca Mn^2+ Fe^3+ Si O H,440,,NA,NA,,NA,NA,NA,NA,NA,
,Lithiomarsturite,Lithiomarsturite,Rhodonite,Li Ca Mn^2+ Si O H,351,NA,,,,,,,,,
Rockbridgeite,Rockbridgeite,Rockbridgeite,Rockbridgeite,Fe^2+ Fe^3+ P O H,2046,,NA,NA,NA,NA,NA,NA,NA,NA,
Plimerite,Plimerite,Plimerite,Rockbridgeite,Zn^2+ Fe^3+ P O H,1861,,NA,NA,NA,NA,NA,NA,NA,,
Frondelite,Frondelite,Frondelite,Rockbridgeite,Mn^2+ Fe^3+ P O H,1800,,NA,NA,,NA,NA,NA,NA,NA,
,Alabandite,Alabandite,Rocksalt,Mn^2+ S^2-,4620,NA,,,,,,,,,
,Carlsbergite,Carlsbergite,Rocksalt,Cr^3+ N^3-,4620,NA,,,,,,,,,
,Bunsenite,Bunsenite,Rocksalt,Ni^2+ O,3640,NA,,,,,,,,,
,Manganosite,Manganosite,Rocksalt,Mn^2+ O,2200,NA,,,,,,,,,
Keilite,Keilite,Keilite,Rocksalt,Fe^2+ S^2-,,,NA,NA,NA,NA,NA,NA,NA,NA,
,Uakitite,Uakitite,Rocksalt,V N,,NA,,,,,,,,,
Greifensteinite,Greifensteinite,Greifensteinite,Roscherite,Ca Fe^2+ Be P O H,1702,,NA,NA,NA,NA,NA,NA,NA,NA,
,Roscherite,Roscherite,Roscherite,Ca Mn^2+ Be P O H,1702,NA,,,,,,,,,
Atencioite,Atencioite,Atencioite,Roscherite,Ca Fe^2+ Mg Be P O H,582,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Brandtite,Brandtite,Roselite,Ca Mn^2+ As^5+ O H,1898,NA,,,,,,,,,
,Roselite,Roselite,Roselite,Ca Co^2+ As^5+ O H,1530,NA,,,,,,,,,
,Zincroselite,Zincroselite,Roselite,Ca Zn^2+ As^5+ O H,541,NA,,,,,,,,,
,Krohnkite,Kr&#246;hnkite,Roselite,Na Cu^2+ S^6+ O H,390,NA,,,,,,,,,
,Rruffite,Rruffite,Roselite,Ca Cu^2+ As^5+ O H,,NA,,,,,,,,,
,Routhierite,Routhierite,Routhierite,Cu^1+ Hg^2+ Tl^1+ As^3+ S^2-,2638,NA,,,,,,,,,
Ferrostalderite,Ferrostalderite,Ferrostalderite,Routhierite,Cu^1+ Fe^2+ Tl^1+ As^3+ S^2-,245,,NA,,NA,NA,NA,NA,NA,NA,
,Ralphcannonite,Ralphcannonite,Routhierite,Ag^1+ Zn^2+ Tl^1+ As^3+ S^2-,245,NA,,,,,,,,,
Stalderite,Stalderite,Stalderite,Routhierite,Cu^1+ Zn^2+ Tl^1+ As^3+ S^2-,245,,NA,,NA,NA,NA,NA,NA,,
,Ruizite,Ruizite,Ruizite,Ca Mn^3+ Si O H,2400,NA,,,,,,,,,
,Tugarinovite,Tugarinovite,Rutile,Mo^4+ O,4567.61,NA,,,,,,,,,
,Pyrolusite,Pyrolusite,Rutile,Mn^4+ O,2970,NA,,,,,,,,,
Tripuhyite,Tripuhyite,Tripuhyite,Rutile,Fe^3+ Sb^5+ O,2690,,NA,NA,NA,NA,NA,NA,NA,NA,
,Saneroite,Saneroite,Saneroite,Na Mn^2+ Mn^3+ V^5+ Si O H,100,NA,,,,,,,,,
,Braccoite,Braccoite,Saneroite,Na Mn^2+ Si O H As^5+,,NA,,,,,,,,,
,Krinovite,Krinovite,Sapphirine,Na Mg Cr^3+ O Si,4620,NA,,,,,,,,,
Rhönite,Rhonite,Rh&#246;nite,Sapphirine,Ca Mg Fe^3+ Ti^4+ O Si Al,4568.5,,NA,NA,NA,NA,NA,NA,NA,NA,
Aenigmatite,Aenigmatite,Aenigmatite,Sapphirine,Na Fe^2+ Ti^4+ O Si,4567.61,224,NA,NA,NA,NA,NA,NA,NA,NA,N
Welshite,Welshite,Welshite,Sapphirine,Ca Mg Sb^5+ O Si Be Al Fe^3+,1825,,NA,NA,NA,NA,NA,NA,NA,NA,
Høgtuvaite,Hogtuvaite,H&#248;gtuvaite,Sapphirine,Ca Fe^2+ Fe^3+ O Si Be Al,414,,NA,NA,NA,NA,NA,NA,NA,NA,
Makarochkinite,Makarochkinite,Makarochkinite,Sapphirine,Ca Fe^2+ Fe^3+ Ti^4+ O Si Be Al,265,,NA,NA,NA,NA,NA,NA,NA,NA,
Wilkinsonite,Wilkinsonite,Wilkinsonite,Sapphirine,Na Fe^2+ Fe^3+ O Si,245,,NA,NA,NA,NA,NA,NA,NA,NA,
,Caswellsilverite,Caswellsilverite,Scacchite,Na Cr^3+ S^2-,,NA,,,,,,,,,
,Scheelite,Scheelite,Scheelite,Ca W^6+ O,4000,NA,,,,,,,,,
,Wulfenite,Wulfenite,Scheelite,Pb^2+ Mo^6+ O,4000,NA,,,,,,,,,
,Powellite,Powellite,Scheelite,Ca Mo^6+ O,3411,NA,,,,,,,,,
,Pucherite,Pucherite,Scheelite,Bi^3+ V^5+ O,2918,NA,,,,,,,,,
,Stolzite,Stolzite,Scheelite,Pb W O,1898,NA,,,,,,,,,
,Chromschieffelinite,Chromschieffelinite,Schieffelinite,Pb^2+ Te^6+ O H Cr^6+,946,NA,,,,,,,,,
,Schreyerite,Schreyerite,Schreyerite,V^3+ Ti^4+ O,1800,NA,,,,,,,,,
,Dymkovite,Dymkovite,Seelite,Ni^2+ U^6+ O As^3+ H,356,NA,,,,,,,,,
Bafertisite,Bafertisite,Bafertisite,Seidozerite-Bafertisite,Ba Fe^2+ Ti^4+ Si O H F,2500,12443,NA,NA,NA,NA,NA,NA,NA,NA,N
,Hejtmanite,Hejtmanite,Seidozerite-Bafertisite,Ba Mn^2+ Ti^4+ Si O H F,2500,NA,,,,,,,,,
Jinshajiangite,Jinshajiangite,Jinshajiangite,Seidozerite-Bafertisite,Ba Na Fe^2+ Ti^4+ Si O H F,2080,,NA,NA,NA,NA,NA,NA,NA,NA,
,Perraultite,Perraultite,Seidozerite-Bafertisite,Na Ba Mn^2+ Ti^4+ Si O H F,1800,NA,,,,,,,,,
Bussenite,Bussenite,Bussenite,Seidozerite-Bafertisite,Ba Na Fe^2+ Ti^4+ Si O C H F,413.6,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
Camaraite,Camaraite,C&#225;maraite,Seidozerite-Bafertisite,Ba Na Fe^2+ Ti^4+ Si O H F,272,FE_SUB,NA,NA,NA,NA,NA,NA,NA,NA,N
,Yoshimuraite,Yoshimuraite,Seidozerite-Bafertisite,Ba Mn^2+ Ti^4+ Si O P H,201,NA,,,,,,,,,
,Zvyaginite,Zvyaginite,Seidozerite-Lamprophyllite,Na Zn^2+ Ti^4+ Nb^5+ Si O H,370,NA,,,,,,,,,
Lileyite,Lileyite,Lileyite,Seidozerite-Lamprophyllite,Ba Ti^4+ Na Fe^2+ Mg Si O F,354,,NA,NA,NA,NA,NA,NA,NA,NA,
,Sobolevite,Sobolevite,Seidozerite-Murmanite,Na Ca Mn^2+ Ti^4+ Si O P F,370,NA,,,,,,,,,
,Vigrishinite,Vigrishinite,Seidozerite-Murmanite,Na Zn^2+ Ti^4+ Si O H,370,NA,,,,,,,,,
,Seidozerite,Seidozerite,Seidozerite-Rinkite,Na Zr^4+ Mn^2+ Ti^4+ Si O F,390,NA,,,,,,,,,
,Grenmarite,Grenmarite,Seidozerite-Rinkite,Na Zr^4+ Mn^2+ Si O F,294,NA,,,,,,,,,
,Kochite,Kochite,Seidozerite-Rinkite,Ca Mn^2+ Zr^4+ Na Ti^4+ Si O F,,NA,,,,,,,,,
Cronstedtite,Cronstedtite,Cronstedtite,Serpentine,Fe^2+ Fe^3+ Si O H,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
Greenalite,Greenalite,Greenalite,Serpentine,Fe^2+ Fe^3+ Si O H,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
,Sincosite,Sincosite,Sincosite,Ca V^4+ O P^5+ H,115,NA,,,,,,,,,
Nontronite,Nontronite,Nontronite,Smectite-vermiculite,Na Fe^3+ Si Al O H,3411,,NA,NA,NA,NA,NA,NA,NA,NA,
Vermiculite,Vermiculite,Vermiculite,Smectite-vermiculite,Mg Fe^3+ Al Si O H,2810,,NA,NA,NA,NA,NA,NA,NA,NA,
,Helvine,Helvine,Sodalite,Mn^2+ Be Si O S^2-,2918,NA,,,,,,,,,
,Genthelvite,Genthelvite,Sodalite,Be Zn^2+ Si O S^2-,2038,NA,,,,,,,,,
Danalite,Danalite,Danalite,Sodalite,Be Fe^2+ Si O S,1899,,NA,NA,NA,NA,NA,NA,NA,NA,
Gormanite,Gormanite,Gormanite,Souzalite,Fe^2+ Al P O H,950,,NA,NA,NA,NA,NA,NA,NA,NA,
,Spangolite,Spangolite,Spangolite,Cu^2+ Al S^6+ O H Cl,1847,NA,,,,,,,,,
,Sphalerite,Sphalerite,Sphalerite,Zn^2+ S^2-,4620,NA,,,,,,,,,
Stannite,Stannite,Stannite,Sphalerite,Cu^1+ Fe^2+ Sn^4+ S^2-,4000,,NA,,NA,NA,NA,NA,NA,NA,
Germanite,Germanite,Germanite,Sphalerite,Cu^1+ Cu^2+ Fe^3+ Ge^4+ S^2-,1800,,NA,,NA,NA,NA,NA,NA,NA,
Briartite,Briartite,Briartite,Sphalerite,Cu^1+ Fe^2+ Ge^4+ S^2-,765,14274,NA,14274,NA,NA,NA,NA,NA,NA,N
Ishiharaite,Ishiharaite,Ishiharaite,Sphalerite,Cu^1+ Ga^3+ Fe^3+ In^3+ Zn^2+ S^2-,9,,NA,,NA,NA,NA,NA,NA,,
,Browneite,Browneite,Sphalerite,Mn^2+ S^2-,,NA,,,,,,,,,
Rudashevskyite,Rudashevskyite,Rudashevskyite,Sphalerite,Fe^2+ Zn^2+ S^2-,,,NA,NA,NA,NA,NA,NA,NA,,
Chromite,Chromite,Chromite,Spinel,Fe^2+ Cr^3+ O,4700,8918,NA,NA,NA,NA,NA,NA,NA,NA,N
Magnetite,Magnetite,Magnetite,Spinel,Fe^2+ Fe^3+ O,4700,,NA,NA,NA,NA,NA,NA,NA,NA,
Daubréelite,Daubreelite,Daubr&#233;elite,Spinel,Fe^2+ Cr^3+ S^2-,4620,,NA,NA,NA,NA,NA,NA,NA,NA,
Maghemite,Maghemite,Maghemite,Spinel,Fe^3+ O,4620,,NA,NA,NA,NA,NA,NA,NA,NA,
Trevorite,Trevorite,Trevorite,Spinel,Ni^2+ Fe^3+ O,4620,,NA,NA,NA,NA,,NA,NA,NA,
Coulsonite,Coulsonite,Coulsonite,Spinel,Fe^2+ V^3+ O,4568.5,,NA,NA,NA,NA,NA,,NA,NA,
Hercynite,Hercynite,Hercynite,Spinel,Fe^2+ Al O,4568.5,,NA,NA,NA,NA,NA,NA,NA,NA,
,Gahnite,Gahnite,Spinel,Zn^2+ Al O,4000,NA,,,,,,,,,
,Polydymite,Polydymite,Spinel,Ni^2+ Ni^3+ S^2-,4000,NA,,,,,,,,,
Violarite,Violarite,Violarite,Spinel,Fe^2+ Ni^3+ S^2-,4000,,NA,NA,NA,NA,,NA,NA,NA,
,Cochromite,Cochromite,Spinel,Co^2+ Cr^3+ O,3640,NA,,,,,,,,,
Franklinite,Franklinite,Franklinite,Spinel,Zn^2+ Fe^3+ O,3640,,NA,NA,NA,NA,NA,NA,NA,,
Greigite,Greigite,Greigite,Spinel,Fe^2+ Fe^3+ S,3640,,NA,NA,NA,NA,NA,,NA,NA,
,Linnaeite,Linnaeite,Spinel,Co^2+ Co^3+ S^2-,3640,NA,,,,,,,,,
,Hausmannite,Hausmannite,Spinel,Mn^2+ Mn^3+ O,3411,NA,,,,,,,,,
,Magnesiochromite,Magnesiochromite,Spinel,Mg Cr^3+ O,3100,NA,,,,,,,,,
Ulvöspinel,Ulvospinel,Ulv&#246;spinel,Spinel,Fe^2+ Ti^4+ O,3100,,NA,NA,NA,NA,NA,NA,NA,NA,
,Siegenite,Siegenite,Spinel,Co^2+ Ni^3+ S^2-,2739,NA,,,,,,,,,
Jacobsite,Jacobsite,Jacobsite,Spinel,Mn^2+ Fe^3+ O,2735,,NA,NA,,NA,NA,NA,NA,NA,
,Carrollite,Carrollite,Spinel,Cu^1+ Co^3+ S,2716,NA,,,,,,,,,
,Hetaerolite,Hetaerolite,Spinel,Zn^2+ Mn^3+ O,2700,NA,,,,,,,,,
,Vuorelainenite,Vuorelainenite,Spinel,Mn^2+ V^3+ O,2500,NA,,,,,,,,,
,Galaxite,Galaxite,Spinel,Mn^2+ Al O,2200,NA,,,,,,,,,
,Zincochromite,Zincochromite,Spinel,Zn^2+ Cr^3+ O,2157,NA,,,,,,,,,
Magnesioferrite,Magnesioferrite,Magnesioferrite,Spinel,Mg Fe^3+ O,2070,,NA,NA,NA,NA,NA,NA,NA,NA,
Qandilite,Qandilite,Qandilite,Spinel,Mg Ti^4+ Fe^3+ Al O,2038,,NA,NA,NA,NA,NA,NA,NA,NA,
Filipstadite,Filipstadite,Filipstadite,Spinel,Fe^3+ Sb^5+ Mn^2+ O,1898,,NA,NA,,NA,NA,NA,NA,NA,
,Cuproiridsite,Cuproiridsite,Spinel,Cu^2+ Ir^3+ S^2-,780,NA,,,,,,,,,
Cuprorhodsite,Cuprorhodsite,Cuprorhodsite,Spinel,Cu^1+ Fe^3+ Rh^3+ S^2-,780,FE_SUB,NA,13431,NA,NA,NA,NA,NA,NA,N
Brunogeierite,Brunogeierite,Brunogeierite,Spinel,Fe^2+ Ge^4+ O,541,14558,NA,NA,NA,NA,NA,NA,NA,NA,N
,Manganochromite,Manganochromite,Spinel,Mn^2+ Cr^3+ O,500,NA,,,,,,,,,
,Cuprokalininite,Cuprokalininite,Spinel,Cu^2+ Cr^3+ S^2-,481,NA,,,,,,,,,
,Florensovite,Florensovite,Spinel,Cu^1+ Cr^3+ Sb^5+ S^2-,481,NA,,,,,,,,,
